index_100,brand,model,website_link,ingredient_list,has_soy,has_palm_oil,total_arsenic,inorganic_arsenic,lead,cadmium,mercury,aluminum,potassium,bisphenol_a,bisphenol_f,bisphenol_s,acrylamide,report_year
174,Similac,Alimentum,https://www.similac.com/products/baby-formula/alimentum-powder/12-1oz-can-6pack.html,"Corn Maltodextrin (39%), Casein Hydrolysate [Derived from Milk] (17%), High Oleic Safflower Oil (9%), Medium Chain Triglycerides (9%), Sugar (9%), Soy Oil (8%). Less than 2% of: 2'-Fucosyllactose [Derived from Milk]*, Lutein, Beta-Carotene, Schizochytrium Sp. Oil†, M. Alpina Oil‡, Calcium Phosphate, DATEM, Potassium Citrate, Xanthan Gum, Magnesium Chloride, Monoglycerides, Ascorbic Acid, Salt, L-Cystine Dihydrochloride, Calcium Carbonate, Potassium Chloride, L-Tyrosine, L-Tryptophan, Choline Chloride, Ferrous Sulfate, Taurine, Inositol, Ascorbyl Palmitate, d-Alpha-Tocopheryl Acetate, Zinc Sulfate, L-Carnitine, Niacinamide, Mixed Tocopherols, Calcium Pantothenate, Copper Sulfate, Vitamin A Palmitate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Potassium Iodide, Potassium Hydroxide, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, and Vitamin B12.",,,18,15.1,3.2,6.9,ND,1250,6795000,ND,ND,ND,ND,2025
175,Similac,Alimentum Ready to Feed,https://www.similac.com/products/baby-formula/alimentum-ready-to-feed/1qt-bottle-6pack.html,"Water (87%), Sugar (4%), Casein Hydrolysate [Derived from Milk] (2%), Modified Tapioca Starch (2%), Safflower Oil (1%), Medium Chain Triglycerides (1%), Soy Oil (1%). Less than 0.5% of: 2'-Fucosyllactose [Derived from Milk]*, Lutein, Beta-Carotene, Schizochytrium Sp. Oil†, M. Alpina Oil‡, Calcium Phosphate, Calcium Citrate, Carrageenan, Potassium Phosphate, Ascorbic Acid, Magnesium Chloride, Potassium Citrate, Salt, Calcium Hydroxide, L-Cystine Dihydrochloride, Potassium Chloride, Potassium Hydroxide, L-Tyrosine, L-Tryptophan, Choline Chloride, Ferrous Sulfate, Taurine, Inositol, d-Alpha-Tocopheryl Acetate, Zinc Sulfate, L-Carnitine, Niacinamide, Calcium Pantothenate, Riboflavin, Vitamin A Palmitate, Copper Sulfate, Thiamine Hydrochloride, Pyridoxine Hydrochloride, Folic Acid, Potassium Iodide, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, and Vitamin B12.",,,1.4,1.4,0.7,0.6,0.12,442,876000,ND,ND,ND,ND,2026
176,Similac,NeoSure,https://www.similac.com/products/preemie-formula/neosure-powder/13-1oz-can-pack-of-6.html,"Nonfat Milk, Corn Syrup Solids, Lactose, Soy Oil, High Oleic Safflower Oil, Whey Protein Concentrate, Medium Chain Triglycerides, Coconut Oil. Less than 2% of: Schizochytrium Sp. Oil*, M. Alpina Oil†, Beta-Carotene, Lutein, Potassium Citrate, Calcium Phosphate, Inositol, Ascorbic Acid, Magnesium Chloride, Soy Lecithin, Calcium Carbonate, Taurine, Ferrous Sulfate, Choline Bitartrate, Choline Chloride, Ascorbyl Palmitate, L-Carnitine, Potassium Chloride, Zinc Sulfate, Mixed Tocopherols, d-Alpha-Tocopheryl Acetate, Sodium Citrate, Niacinamide, Calcium Pantothenate, Copper Sulfate, Vitamin A Palmitate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Potassium Iodide, Potassium Hydroxide, and Nucleotides (Adenosine 5'-Monophosphate, Cytidine 5'-Monophosphate, Disodium Guanosine 5'-Monophosphate, Disodium Uridine 5'-Monophosphate).",,,9,8.7,3.5,ND,ND,799,7953333,ND,ND,ND,ND,2025
177,Similac,NeoSure Ready to Feed,https://www.similac.com/products/preemie-formula/neosure-ready-to-feed/1qt-bottle-6pack.html,"Water, Nonfat Milk, Corn Syrup Solids, Lactose, Soy Oil, High Oleic Safflower Oil, Whey Protein Concentrate, Medium Chain Triglycerides, Coconut Oil. Less than 0.5% of: Schizochytrium Sp. Oil*, M. Alpina Oil†, Beta-Carotene, Lutein, Potassium Citrate, Calcium Carbonate, Soy Lecithin, Monoglycerides, Inositol, Ascorbic Acid, Magnesium Chloride, Calcium Phosphate, Carrageenan, Taurine, Choline Chloride, Ferrous Sulfate, Choline Bitartrate, L-Carnitine, Potassium Chloride, d-Alpha-Tocopheryl Acetate, Zinc Sulfate, Niacinamide, Potassium Phosphate, Calcium Pantothenate, Salt, Copper Sulfate, Vitamin A Palmitate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Potassium Iodide, Potassium Hydroxide, and Nucleotides (Adenosine 5'-Monophosphate, Cytidine 5'-Monophosphate, Disodium Guanosine 5'-Monophosphate, Disodium Uridine 5'-Monophosphate).",,,1,0.9,0.4,ND,ND,85,1150000,ND,ND,ND,ND,2026
178,Similac,"Pro-Total Comfort Ready to
Feed",https://www.similac.com/products/baby-formula/similac-pro-total-comfort-ready-to-feed/32-fl-oz-bottle-pack-of-6.html,"Water, Corn Syrup Solids, Whey Protein Hydrolysate, High Oleic Safflower Oil, Sugar, Soy Oil, Coconut Oil. Less than 0.5% of: Schizochytrium Sp. Oil*, M. Alpina Oil†, 2'-Fucosyllactose‡, Short-chain Fructooligosaccharides§, Beta-Carotene, Lutein, Soy Lecithin, Calcium Citrate, Potassium Phosphate, Calcium Phosphate, Carrageenan, Ascorbic Acid, Magnesium Chloride, Monoglycerides, Salt, Inositol, Choline Chloride, Potassium Hydroxide, Potassium Chloride, Ferrous Sulfate, Choline Bitartrate, Taurine, Zinc Sulfate, L-Carnitine, d-Alpha-Tocopheryl Acetate, Niacinamide, Calcium Pantothenate, Potassium Citrate, Vitamin A Palmitate, Copper Sulfate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Potassium Iodide, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, and Nucleotides (Adenosine 5'-Monophosphate, Cytidine 5'-Monophosphate, Disodium Guanosine 5'-Monophosphate, Disodium Uridine 5'-Monophosphate).",,,2.8,2.6,ND,0.7,ND,152,1150000,ND,ND,ND,ND,2026
179,Similac,Pure Bliss Ready to Feed,https://www.similac.com/products/baby-formula/similac-organic-ready-to-feed/32fl-oz.html,"Water, Organic Lactose, Organic Nonfat Milk, Organic High Oleic Sunflower Oil, Organic Soy Oil, Organic Coconut Oil. Less than 0.5% of: Schizochytrium Sp. Oil*, M. Alpina Oil†, Beta-Carotene, Lutein, Short-chain Fructooligosaccharides‡, Potassium Citrate, Calcium Carbonate, Calcium Citrate, Ascorbic Acid, Organic Soy Lecithin, Ferrous Sulfate, Salt, Choline Chloride, Choline Bitartrate, Taurine, Inositol, Magnesium Chloride, Zinc Sulfate, d-Alpha-Tocopheryl Acetate, Niacinamide, Calcium Pantothenate, L-Carnitine, Vitamin A Palmitate, Copper Sulfate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Potassium Iodide, Potassium Hydroxide, and Nucleotides (Adenosine 5'-Monophosphate, Cytidine 5'-Monophosphate, Disodium Guanosine 5'-Monophosphate, Disodium Uridine 5'-Monophosphate).",,,ND,NT,ND,ND,ND,24,1031333,ND,ND,ND,ND,2026
180,Similac,Sensitive,https://www.similac.com/products/baby-formula/sensitive-gas-fussiness-powder/29-8oz-can-6ct.html,"Corn Syrup, Milk Protein Isolate, High Oleic Safflower Oil, Sugar, Soy Oil, Coconut Oil. Less than 2% of: Schizochytrium Sp. Oil*, M. Alpina Oil†, Short-chain Fructooligosaccharides‡, Beta-Carotene, Lutein, Potassium Chloride, Sodium Citrate, Calcium Phosphate, Potassium Citrate, Soy Lecithin, Magnesium Phosphate, Choline Chloride, Ascorbic Acid, Inositol, Ascorbyl Palmitate, Ferrous Sulfate, Taurine, Calcium Carbonate, Choline Bitartrate, Zinc Sulfate, L-Carnitine, Mixed Tocopherols, Niacinamide, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, Magnesium Chloride, Vitamin A Palmitate, Copper Sulfate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Potassium Iodide, Manganese Sulfate, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Potassium Hydroxide, and Nucleotides (Adenosine 5'-Monophosphate, Cytidine 5'-Monophosphate, Disodium Guanosine 5'-Monophosphate, Disodium Uridine 5'-Monophosphate).",,,ND,NT,3.2,2.1,ND,1053,6450000,ND,ND,ND,ND,2025
181,Similac,Sensitive Ready to Feed,https://www.similac.com/products/baby-formula/sensitive-ready-to-feed/1qt-bottle-6pack.html,"Water, Maltodextrin, Milk Protein Isolate, High Oleic Safflower Oil, Sugar, Soy Oil, Coconut Oil. Less than 0.5% of: Schizochytrium Sp. Oil*, M. Alpina Oil†, Short-chain Fructooligosaccharides‡, Beta-Carotene, Lutein, Calcium Phosphate, Potassium Citrate, Carrageenan, Potassium Chloride, Ascorbic Acid, Monoglycerides, Soy Lecithin, Magnesium Chloride, Calcium Carbonate, Inositol, Choline Chloride, Magnesium Phosphate, Sodium Citrate, Ferrous Sulfate, Taurine, Choline Bitartrate, Zinc Sulfate, L-Carnitine, Niacinamide, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, Riboflavin, Copper Sulfate, Vitamin A Palmitate, Thiamine Hydrochloride, Pyridoxine Hydrochloride, Folic Acid, Potassium Iodide, Manganese Sulfate, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Potassium Hydroxide, and Nucleotides (Adenosine 5'-Monophosphate, Cytidine 5'-Monophosphate, Disodium Guanosine 5'-Monophosphate, Disodium Uridine 5'-Monophosphate).",,,1,0.8,ND,ND,ND,96,952667,ND,ND,ND,ND,2026
182,Similac,Soy Isomil,https://www.similac.com/products/baby-formula/soy-isomil-powder/12-4oz-can-6ct.html,"Corn Syrup Solids (39%), Soy Protein Isolate (15%), High Oleic Safflower Oil (11%), Sugar (10%), Soy Oil (8%), Coconut Oil (8%). Less than 2% of: Schizochytrium Sp. Oil*, M. Alpina Oil†, Beta-Carotene, Lutein, Short-chain Fructooligosaccharides‡, Calcium Phosphate, Potassium Citrate, Potassium Chloride, Salt, Magnesium Chloride, L-Methionine, Ascorbic Acid, Inositol, Choline Chloride, Potassium Hydroxide, Taurine, Ascorbyl Palmitate, Ferrous Sulfate, Zinc Sulfate, Mixed Tocopherols, L-Carnitine, Niacinamide, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, Copper Sulfate, Thiamine Hydrochloride, Vitamin A Palmitate, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Potassium Iodide, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, and Vitamin B12.",,,4.7,NT,3.6,9.2,ND,3973,6783333,ND,ND,ND,ND,2025
183,Similac,Soy Isomil Concentrated,https://abbottstore.com/infant-and-child/similac/similac-soy-isomil/similac-soy-isomil-infant-formula-concentrated-liquid-13-fl-oz-can-case-of-12-5697578.html,"Water (75%), Corn Syrup (12%), Soy Protein Isolate (4%), High Oleic Safflower Oil (3%), Sugar (2%), Soy Oil (2%), Coconut Oil (1%), Modified Corn Starch (1%). Less than 1.0% of: Schizochytrium Sp. Oil*, M. Alpina Oil†, Beta-Carotene, Lutein, Short-chain Fructooligosaccharides‡, Calcium Phosphate, Potassium Citrate, Magnesium Chloride, Soy Lecithin, Monoglycerides, Potassium Chloride, Salt, L-Methionine, Inositol, Ascorbic Acid, Choline Chloride, Potassium Hydroxide, Taurine, Ferrous Sulfate, Carrageenan, Zinc Sulfate, L-Carnitine, Niacinamide, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, Copper Sulfate, Vitamin A Palmitate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Potassium Iodide, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, and Vitamin B12.",,,2.2,2.3,1.1,2.6,ND,980,1533333,ND,ND,ND,ND,2026
184,Similac,Soy Isomil Ready to Feed,https://www.similac.com/products/baby-formula/soy-isomil-ready-to-feed/1qt-bottle-4pack.html,"Water (85%), Corn Syrup (7%), Soy Protein Isolate (2%), High Oleic Safflower Oil (1%), Sugar (1%), Soy Oil (1%), Coconut Oil (1%). Less than 0.5% of: Schizochytrium Sp. Oil*, M. Alpina Oil†, Beta-Carotene, Lutein, Short-chain Fructooligosaccharides‡, Calcium Citrate, Calcium Phosphate, Potassium Phosphate, Potassium Hydroxide, Ascorbic Acid, Potassium Citrate, Magnesium Chloride, Monoglycerides, Soy Lecithin, Salt, L-Methionine, Carrageenan, Inositol, Choline Chloride, Potassium Chloride, Taurine, Ferrous Sulfate, Zinc Sulfate, L-Carnitine, Niacinamide, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, Riboflavin, Vitamin A Palmitate, Copper Sulfate, Thiamine Hydrochloride, Pyridoxine Hydrochloride, Folic Acid, Potassium Iodide, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, and Vitamin B12.",,,1.4,1.4,0.4,1,ND,340,893000,ND,ND,ND,ND,2026
185,Similac,Total Comfort,https://www.similac.com/products/baby-formula/pro-total-comfort-powder/20-1-oz-tub-pack-of-4.html,"Corn Maltodextrin, Whey Protein Hydrolysate, High Oleic Safflower Oil, Sugar, Soy Oil, Coconut Oil. Less than 2% of: Schizochytrium Sp. Oil*, M. Alpina Oil†, 2'-Fucosyllactose‡, Short-chain Fructooligosaccharides§, Beta-Carotene, Lutein, Calcium Citrate, Potassium Phosphate, Calcium Phosphate, Salt, Magnesium Chloride, Ascorbic Acid, Choline Chloride, Inositol, Potassium Chloride, Sodium Citrate, Calcium Hydroxide, Potassium Citrate, Choline Bitartrate, Ferrous Sulfate, Taurine, Zinc Sulfate, Ascorbyl Palmitate, L-Carnitine, Niacinamide, Mixed Tocopherols, d-Alpha-Tocopheryl Acetate, Calcium Pantothenate, Copper Sulfate, Vitamin A Palmitate, Thiamine Hydrochloride, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Manganese Sulfate, Potassium Iodide, Phylloquinone, Biotin, Sodium Selenate, Vitamin D3, Vitamin B12, Potassium Hydroxide, and Nucleotides (Adenosine 5'-Monophosphate, Cytidine 5'-Monophosphate, Disodium Guanosine 5'-Monophosphate, Disodium Uridine 5'-Monophosphate).",,,8,6,2.7,ND,ND,740,7000000,ND,ND,ND,ND,2025
186,Sprout Organics,Plant-Based,https://sproutorganic.com.au/products/infant-formula,"Organic Hydrolysed Rice Starch, Organic Oil Blend (Organic Coconut Oil, Organic Canola Oil, Organic Sunflower Oil, emulsifier organic sunflower lecithin, antioxidant natural mixed tocopherols), Sprout Organic Protein Blend (Organic Sprouted Rice Protein, Organic Sprouted Pea Protein), Docosahexaenoic Acid (DHA from algae), Arachidonic Acid (ARA from fungal), Vitamins, Minerals & Amino Acid Mix (Potassium, Calcium, Chloride, Phosphorus, L-Lysine, Choline, Sodium, Inositol, Vitamin C, L-Tryptophan, L-Threonine, Magnesium, Iron, Niacin, L-carnitine, Zinc, Vitamin E, Pantothenic Acid, Vitamin A, Riboflavin, Copper, Thiamin, Vitamin B6, Folic Acid, Manganese, Vitamin K1, Iodine, Biotin, Selenium, Vitamin D2, Vitamin B12).",,,15.1,4.5,8.5,22.4,1.6,4463,5166667,3,ND,ND,18,2026
187,Up&Up (Target),Hypoallergenic,https://www.target.com/p/non-gmo-hypoallergenic-powder-infant-formula-27-8oz-up-38-up-8482/-/A-85428762,"corn syrup solids, vegetable oils (palm olein, soy, coconut, high oleic (safflower or sunflower) oil), casein hydrolysate (from milk)+, modified corn starch, less than 2%: mortierella alpina oil, schizochytrium sp. oil, lactobacillus rhamnosus, beta-carotene, vitamin a palmitate, vitamin d3, vitamin e acetate, vitamin k1, thiamin hydrochloride, riboflavin, vitamin b6 hydrochloride, vitamin b12, niacinamide, folic acid, calcium pantothenate, biotin, ascorbic acid, choline bitartrate, inositol, calcium citrate, calcium hydroxide, calcium phosphate, magnesium chloride, ferrous sulfate, zinc sulfate, manganese sulfate, cupric sulfate, potassium iodide, sodium selenite, sodium citrate, potassium citrate, potassium chloride, potassium bicarbonate, l-cystine, l-tryptophan, taurine, l-carnitine, calcium carbonate, calcium chloride, potassium hydroxide, potassium phosphate, ascorbyl palmitate, mixed tocopherol concentrate. ‡a source of hypoallergenic protein *a source of arachidonic acid (ara) **a source of docosahexaenoic acid (dha)",,,7.4,5.9,2.1,ND,ND,448,7673333,ND,ND,ND,ND,2026
188,Up&Up (Target),Sensitivity Premium,https://www.target.com/p/sensitivity-premium-infant-formula-with-iron-powder-22-5oz-up-38-up-8482/-/A-85428763,"corn syrup, milk protein isolate, high oleic (safflower or sunflower) oil, sucrose, soy oil, coconut oil, less than 2%: mortierella alpina oil *, schizochytrium sp. oil **, 2'-fucosyllactose (2'-fl)º, lacto-n-neotetraose (lnnt)0, lutein, calcium phosphate, potassium citrate, potassium chloride, sodium citrate, magnesium phosphate, ascorbic acid, calcium carbonate, ferrous sulfate, magnesium chloride, ascorbyl palmitate, choline bitartrate, taurine, inositol, vitamin e (di-alpha tocopheryl acetate), zinc sulfate, mixed tocopherol concentrate, l-carnitine, niacin (niacinamide), calcium pantothenate, vitamin a palmitate, cupric sulfate, thiamine hydrochloride, riboflavin, pyridoxine hydrochloride, beta-carotene, folic acid, manganese sulfate, potassium iodide, vitamin k (phytonadione), biotin, sodium selenite, vitamin d (cholecalciferol), cyanocobalamin, potassium hydroxide, potassium bicarbonate, sodium chloride, sodium phosphate, monoglycerides, soy lecithin, nucleotides (adenosine-5'-monophosphate, cytidine-5'-monophosphate, disodium guanosine-5'-monophosphate, disodium uridine-5'-monophosphate). contains milk and soy.",,,5.7,5,1.8,ND,ND,1585,5593333,ND,ND,ND,ND,2026
189,Up&Up (Target),Premium,https://www.target.com/p/premium-powder-infant-formula-22-2oz-up-38-up-8482/-/A-87841478,"nonfat milk, lactose, vegetable oils (palm olein, soy, coconut, high oleic [safflower or sunflower] oil), whey protein concentrate, less than 1%: 2'-fucosyllactose (2'-fl)◊, mortierella alpina oil*, schizochytrium sp. oil**, soy lecithin, vitamin a palmitate, vitamin d3, vitamin e acetate, vitamin k ,, thiamine hydrochloride, riboflavin, vitamin b; hydrochloride, vitamin b12, niacinamide, folic acid, calcium pantothenate, biotin, ascorbic acid, choline bitartrate, inositol, calcium carbonate, calcium chloride, calcium hydroxide, magnesium chloride, ferrous sulfate, zinc sulfate, manganese sulfate, cupric sulfate, potassium bicarbonate, potassium iodide, potassium hydroxide, potassium phosphate, sodium selenite, sodium citrate, taurine, l-carnitine, beta-carotene, mixed tocopherol concentrate, ascorbyl palmitate, monoglycerides, nucleotides (cytidine-5'-monophosphate, disodium uridine-5'-monophosphate, adenosine-5'-monophosphate, disodium guanosine-5'-monophosphate).",,,ND,NT,ND,ND,ND,191,7005000,ND,ND,ND,ND,2025
190,Up&Up (Target),Soy,https://www.target.com/p/soy-powder-infant-formula-36oz-up-38-up-8482/-/A-15118125,"corn syrup, soy protein isolate, palm olein, soy oil, coconut oil, high oleic (safflower or sunflower) oil, less than 2%: mortierella alpina oil*, schizochytrium sp. oil**, lutein, fructooligosaccharide, calcium phosphate, potassium citrate, potassium chloride, magnesium chloride, sodium citrate, ascorbic acid, choline bitartrate, l-methionine, taurine, ascorbyl palmitate, ferrous sulfate, inositol, mixed tocopherol concentrate, zinc sulfate, vitamin e (di-alpha tocopheryl acetate), l-carnitine, niacinamide, calcium pantothenate, cupric sulfate, thiamine hydrochloride, vitamin a palmitate, riboflavin, pyridoxine hydrochloride, folic acid, potassium iodide, potassium hydroxide, vitamin k (phytonadione), biotin, sodium selenite, beta-carotene, vitamin d (cholecalciferol), cyanocobalamin, monoglycerides, soy lecithin, tribasic calcium phosphate, calcium carbonate, manganese sulfate, potassium bicarbonate. * a source of arachidonic acid (ara) ** a source of docosahexaenoic acid (dha)",,,6.7,5.3,3.4,4.6,ND,3680,6460000,ND,ND,ND,ND,2025
